;Product;Cluster;Centroid
0;3250001070000;7;('3290022000000',)
1;3250001080000;43;('3339315049003',)
2;3250003060000;3;('3250003060000',)
3;3250066040000;43;('3339315049003',)
4;3250067030000;7;('3290022000000',)
5;3250068030000;30;('3250711000000',)
6;3250077030000;18;('3339315572603',)
7;3250093020000;3;('3250003060000',)
8;3250100059000;7;('3290022000000',)
9;3250102030000;7;('3290022000000',)
10;3250276000000;35;('3253316009000',)
11;3250278000000;41;('3330078000003',)
12;3250280030000;23;('3250635000000',)
13;3250280049000;47;('3289564747208',)
14;3250280059000;23;('3250635000000',)
15;3250285000000;17;('3280017009000',)
16;3250300089000;11;('3250300089000',)
17;3250300109000;7;('3290022000000',)
18;3250320080000;51;('3320231002603',)
19;3250333020000;51;('3320231002603',)
20;3250340049000;20;('3330100005603',)
21;3250360060000;5;('3330090000203',)
22;3250366060000;7;('3290022000000',)
23;3250380069000;41;('3330078000003',)
24;3250400099000;3;('3250003060000',)
25;3250400110000;3;('3250003060000',)
26;3250475068000;43;('3339315049003',)
27;3250476018000;23;('3250635000000',)
28;3250476025600;27;('3339315625603',)
29;3250495025600;52;('3258109000000',)
30;3250500110000;13;('3251310000000',)
31;3250509108500;7;('3290022000000',)
32;3250520079000;7;('3290022000000',)
33;3250540059000;3;('3250003060000',)
34;3250594000000;7;('3290022000000',)
35;3250595000000;9;('3330092008003',)
36;3250600189000;7;('3290022000000',)
37;3250601000000;38;('3330143000003',)
38;3250605000000;7;('3290022000000',)
39;3250606000000;7;('3290022000000',)
40;3250607000000;30;('3250711000000',)
41;3250609000000;7;('3290022000000',)
42;3250610000000;7;('3290022000000',)
43;3250631000000;2;('3253655009000',)
44;3250632000000;14;('3330096000203',)
45;3250635000000;23;('3250635000000',)
46;3250637000000;16;('3330098008203',)
47;3250638000000;7;('3290022000000',)
48;3250639000000;7;('3290022000000',)
49;3250641010000;43;('3339315049003',)
50;3250642000000;39;('3330506000002',)
51;3250645000000;44;('3289564737208',)
52;3250645010000;7;('3290022000000',)
53;3250646000000;6;('3339315438003',)
54;3250647000000;39;('3330506000002',)
55;3250647010000;30;('3250711000000',)
56;3250648000000;39;('3330506000002',)
57;3250648010000;52;('3258109000000',)
58;3250649000000;18;('3339315572603',)
59;3250650010000;7;('3290022000000',)
60;3250652010000;7;('3290022000000',)
61;3250653010000;7;('3290022000000',)
62;3250655020000;13;('3251310000000',)
63;3250663020000;29;('3250663020000',)
64;3250677020000;14;('3330096000203',)
65;3250678020000;7;('3290022000000',)
66;3250688000000;7;('3290022000000',)
67;3250701010000;22;('3339315587203',)
68;3250711000000;30;('3250711000000',)
69;3250713000000;30;('3250711000000',)
70;3250717000000;38;('3330143000003',)
71;3250718000000;28;('3252996000000',)
72;3250719000000;4;('32A7853355608',)
73;3250731000000;27;('3339315625603',)
74;3250732000000;43;('3339315049003',)
75;3250733000000;48;('3280171000000',)
76;3250755000000;42;('3280147000000',)
77;3250757000000;10;('3253679009000',)
78;3250759000000;9;('3330092008003',)
79;3250764000000;33;('3280087000000',)
80;3250765000000;7;('3290022000000',)
81;3250769000000;7;('3290022000000',)
82;3250773000000;7;('3290022000000',)
83;3250774000000;43;('3339315049003',)
84;3250775000000;43;('3339315049003',)
85;3250776000000;3;('3250003060000',)
86;3250777000000;52;('3258109000000',)
87;3250778000000;7;('3290022000000',)
88;3250779000000;3;('3250003060000',)
89;3250780000000;7;('3290022000000',)
90;3250782000000;27;('3339315625603',)
91;3250784000000;25;('3280308006005',)
92;3250785000000;22;('3339315587203',)
93;3250800159000;6;('3339315438003',)
94;3250828000000;37;('3253328001200',)
95;3250831000000;24;('3280308004205',)
96;3250832000000;27;('3339315625603',)
97;3250834000000;30;('3250711000000',)
98;3250836000000;42;('3280147000000',)
99;3250838000000;7;('3290022000000',)
100;3250879000000;38;('3330143000003',)
101;3250879010000;39;('3330506000002',)
102;3250895000000;14;('3330096000203',)
103;3250895010000;2;('3253655009000',)
104;3250895020000;31;('3339315650203',)
105;3250896010000;27;('3339315625603',)
106;3250896020000;39;('3330506000002',)
107;3250897000000;3;('3250003060000',)
108;3250897010000;28;('3252996000000',)
109;3250897020000;30;('3250711000000',)
110;3250898010000;3;('3250003060000',)
111;3250898020000;51;('3320231002603',)
112;3250900140000;30;('3250711000000',)
113;3250901000000;23;('3250635000000',)
114;3250901010000;49;('32A7853327108',)
115;3250901020000;38;('3330143000003',)
116;3250948000000;37;('3253328001200',)
117;3250960040000;7;('3290022000000',)
118;3250984000000;28;('3252996000000',)
119;3250994000000;7;('3290022000000',)
120;3250995000000;3;('3250003060000',)
121;3250996000000;7;('3290022000000',)
122;3250998000000;7;('3290022000000',)
123;3251009030000;7;('3290022000000',)
124;3251100179000;27;('3339315625603',)
125;3251201040000;7;('3290022000000',)
126;3251202000000;28;('3252996000000',)
127;3251251000000;7;('3290022000000',)
128;3251252000000;45;('3320099000000',)
129;3251258000000;48;('3280171000000',)
130;3251259000000;7;('3290022000000',)
131;3251268000000;30;('3250711000000',)
132;3251278000000;51;('3320231002603',)
133;3251279000000;3;('3250003060000',)
134;3251280000000;45;('3320099000000',)
135;3251282000000;39;('3330506000002',)
136;3251283000000;7;('3290022000000',)
137;3251288000000;11;('3250300089000',)
138;3251289000000;3;('3250003060000',)
139;3251290000000;13;('3251310000000',)
140;3251293000000;36;('32A7853260108',)
141;3251297000000;36;('32A7853260108',)
142;3251298000000;36;('32A7853260108',)
143;3251299000000;23;('3250635000000',)
144;3251307000000;35;('3253316009000',)
145;3251309000000;3;('3250003060000',)
146;3251310000000;13;('3251310000000',)
147;3251330000000;43;('3339315049003',)
148;3251331000000;37;('3253328001200',)
149;3251336000000;29;('3250663020000',)
150;3251340000000;35;('3253316009000',)
151;3251346000000;31;('3339315650203',)
152;3251347000000;1;('3253637009000',)
153;3251348000000;37;('3253328001200',)
154;3251349000000;25;('3280308006005',)
155;3251353000000;43;('3339315049003',)
156;3251517020000;16;('3330098008203',)
157;3251529030000;51;('3320231002603',)
158;3251605000000;26;('3280333005608',)
159;3251674010000;18;('3339315572603',)
160;3251677010000;7;('3290022000000',)
161;3251679020000;18;('3339315572603',)
162;3251684000000;27;('3339315625603',)
163;3251692020000;36;('32A7853260108',)
164;3251701030000;29;('3250663020000',)
165;3251725010000;43;('3339315049003',)
166;3251735020000;23;('3250635000000',)
167;3251736050000;51;('3320231002603',)
168;3251919000000;2;('3253655009000',)
169;3252290020000;3;('3250003060000',)
170;3252591020000;7;('3290022000000',)
171;3252661020000;7;('3290022000000',)
172;3252681000000;10;('3253679009000',)
173;3252694000000;21;('3330104000203',)
174;3252975000000;23;('3250635000000',)
175;3252976000000;7;('3290022000000',)
176;3252985000000;7;('3290022000000',)
177;3252986000000;7;('3290022000000',)
178;3252987000000;7;('3290022000000',)
179;3252988000000;7;('3290022000000',)
180;3252989000000;43;('3339315049003',)
181;3252990000000;7;('3290022000000',)
182;3252991000000;11;('3250300089000',)
183;3252992000000;3;('3250003060000',)
184;3252993000000;7;('3290022000000',)
185;3252994000000;30;('3250711000000',)
186;3252995000000;7;('3290022000000',)
187;3252996000000;28;('3252996000000',)
188;3252997000000;7;('3290022000000',)
189;3252998000000;7;('3290022000000',)
190;3253019040000;27;('3339315625603',)
191;3253022010000;7;('3290022000000',)
192;3253058010000;36;('32A7853260108',)
193;3253100010000;43;('3339315049003',)
194;3253106000000;49;('32A7853327108',)
195;3253121010000;31;('3339315650203',)
196;3253148020000;7;('3290022000000',)
197;3253161020000;7;('3290022000000',)
198;3253163000000;49;('32A7853327108',)
199;3253175000000;7;('3290022000000',)
200;3253295009000;9;('3330092008003',)
201;3253306009000;2;('3253655009000',)
202;3253307001000;2;('3253655009000',)
203;3253307001200;23;('3250635000000',)
204;3253307001500;7;('3290022000000',)
205;3253307002700;23;('3250635000000',)
206;3253307003600;37;('3253328001200',)
207;3253307006000;27;('3339315625603',)
208;3253316009000;35;('3253316009000',)
209;3253325009000;1;('3253637009000',)
210;3253326009000;47;('3289564747208',)
211;3253327009000;51;('3320231002603',)
212;3253328001000;49;('32A7853327108',)
213;3253328001200;37;('3253328001200',)
214;3253328001500;47;('3289564747208',)
215;3253328002700;36;('32A7853260108',)
216;3253328003600;3;('3250003060000',)
217;3253328006000;3;('3250003060000',)
218;3253338009000;41;('3330078000003',)
219;3253359009000;42;('3280147000000',)
220;3253410009000;33;('3280087000000',)
221;3253415009000;27;('3339315625603',)
222;3253420009000;49;('32A7853327108',)
223;3253421009000;49;('32A7853327108',)
224;3253422009000;49;('32A7853327108',)
225;3253423009000;29;('3250663020000',)
226;3253428009000;49;('32A7853327108',)
227;3253429009000;27;('3339315625603',)
228;3253430009000;7;('3290022000000',)
229;3253435009000;47;('3289564747208',)
230;3253437009000;21;('3330104000203',)
231;3253438009000;27;('3339315625603',)
232;3253439009000;27;('3339315625603',)
233;3253440009000;27;('3339315625603',)
234;3253442009000;26;('3280333005608',)
235;3253444009000;36;('32A7853260108',)
236;3253445009000;34;('3320054000000',)
237;3253446001000;37;('3253328001200',)
238;3253446001500;10;('3253679009000',)
239;3253446002600;2;('3253655009000',)
240;3253446003600;42;('3280147000000',)
241;3253446003700;47;('3289564747208',)
242;3253446007100;27;('3339315625603',)
243;3253482009000;7;('3290022000000',)
244;3253486009000;11;('3250300089000',)
245;3253494009000;7;('3290022000000',)
246;3253497009000;18;('3339315572603',)
247;3253498009000;26;('3280333005608',)
248;3253499009000;33;('3280087000000',)
249;3253538009000;16;('3330098008203',)
250;3253551010000;33;('3280087000000',)
251;3253553009000;49;('32A7853327108',)
252;3253562020000;29;('3250663020000',)
253;3253569009000;18;('3339315572603',)
254;3253604009000;21;('3330104000203',)
255;3253637009000;1;('3253637009000',)
256;3253638009000;21;('3330104000203',)
257;3253655009000;2;('3253655009000',)
258;3253656009000;48;('3280171000000',)
259;3253657009000;25;('3280308006005',)
260;3253665009000;47;('3289564747208',)
261;3253666009000;2;('3253655009000',)
262;3253668009000;7;('3290022000000',)
263;3253669009000;24;('3280308004205',)
264;3253670009000;17;('3280017009000',)
265;3253672009000;45;('3320099000000',)
266;3253674009000;17;('3280017009000',)
267;3253675009000;7;('3290022000000',)
268;3253676009000;31;('3339315650203',)
269;3253677009000;27;('3339315625603',)
270;3253678009000;1;('3253637009000',)
271;3253679009000;10;('3253679009000',)
272;3253680009000;42;('3280147000000',)
273;3253682009000;42;('3280147000000',)
274;3253683009000;6;('3339315438003',)
275;3253686009000;2;('3253655009000',)
276;3253687009000;2;('3253655009000',)
277;3253688009000;49;('32A7853327108',)
278;3253689009000;25;('3280308006005',)
279;3253698009000;32;('32A7853099008',)
280;3253699009000;2;('3253655009000',)
281;3253700009000;3;('3250003060000',)
282;3253703009000;3;('3250003060000',)
283;3253708009000;41;('3330078000003',)
284;3253709009000;13;('3251310000000',)
285;3253710009000;2;('3253655009000',)
286;3253711009000;48;('3280171000000',)
287;3253717001000;9;('3330092008003',)
288;3253717001500;2;('3253655009000',)
289;3253717002600;2;('3253655009000',)
290;3253717003600;10;('3253679009000',)
291;3253717003700;47;('3289564747208',)
292;3253717007000;32;('32A7853099008',)
293;3253730009000;17;('3280017009000',)
294;3253731009000;32;('32A7853099008',)
295;3253734009000;2;('3253655009000',)
296;3253735009000;47;('3289564747208',)
297;3253743009000;36;('32A7853260108',)
298;3253744009000;28;('3252996000000',)
299;3253747009000;24;('3280308004205',)
300;3253748009000;5;('3330090000203',)
301;3253750009000;25;('3280308006005',)
302;3253751009000;2;('3253655009000',)
303;3253752009000;52;('3258109000000',)
304;3253756009000;49;('32A7853327108',)
305;3253757009000;1;('3253637009000',)
306;3253758009000;17;('3280017009000',)
307;3253759009000;40;('3280144000000',)
308;3253835009000;47;('3289564747208',)
309;3253836009000;27;('3339315625603',)
310;3253837009000;47;('3289564747208',)
311;3253838009000;47;('3289564747208',)
312;3253840009000;24;('3280308004205',)
313;3253842009000;42;('3280147000000',)
314;3253843009000;25;('3280308006005',)
315;3253844009000;2;('3253655009000',)
316;3253845009000;28;('3252996000000',)
317;3253846009000;46;('3339315069003',)
318;3253847009000;21;('3330104000203',)
319;3253848009000;1;('3253637009000',)
320;3253849009000;24;('3280308004205',)
321;3253850009000;29;('3250663020000',)
322;3253871009000;7;('3290022000000',)
323;3253873009000;25;('3280308006005',)
324;3253874009000;24;('3280308004205',)
325;3253875009000;33;('3280087000000',)
326;3253876009000;7;('3290022000000',)
327;3253877009000;27;('3339315625603',)
328;3253878009000;27;('3339315625603',)
329;3253880009000;12;('3339315537103',)
330;3253898000000;27;('3339315625603',)
331;3253899000000;27;('3339315625603',)
332;3253902000000;31;('3339315650203',)
333;3253903000000;31;('3339315650203',)
334;3253904000000;7;('3290022000000',)
335;3253905000000;7;('3290022000000',)
336;3253906000000;7;('3290022000000',)
337;3253907000000;14;('3330096000203',)
338;3253908000000;7;('3290022000000',)
339;3253911000000;29;('3250663020000',)
340;3253912000000;7;('3290022000000',)
