;Product;Cluster;Centroid
0;3250001080000;18;('3330104008003',)
1;3250066040000;22;('3322905000000',)
2;3250067030000;38;('3256022050000',)
3;3250068030000;31;('3253877009000',)
4;3250077030000;8;('3250647010000',)
5;3250276000000;28;('3251684000000',)
6;3250278000000;35;('3339315320003',)
7;3250280049000;3;('3253415009000',)
8;3250280059000;37;('3286144029000',)
9;3250285000000;35;('3339315320003',)
10;3250300089000;16;('3290033006005',)
11;3250320080000;11;('3330092007003',)
12;3250500110000;14;('3250775000000',)
13;3250509108500;11;('3330092007003',)
14;3250540059000;18;('3330104008003',)
15;3250595000000;13;('3280073000000',)
16;3250601000000;32;('3339315219003',)
17;3250605000000;22;('3322905000000',)
18;3250606000000;21;('32A0067009008',)
19;3250609000000;3;('3253415009000',)
20;3250610000000;38;('3256022050000',)
21;3250638000000;18;('3330104008003',)
22;3250639000000;22;('3322905000000',)
23;3250642000000;22;('3322905000000',)
24;3250646000000;16;('3290033006005',)
25;3250647000000;31;('3253877009000',)
26;3250647010000;8;('3250647010000',)
27;3250648000000;5;('3320057000000',)
28;3250648010000;35;('3339315320003',)
29;3250649000000;31;('3253877009000',)
30;3250688000000;27;('3251353000000',)
31;3250718000000;8;('3250647010000',)
32;3250719000000;26;('3251340000000',)
33;3250731000000;8;('3250647010000',)
34;3250732000000;21;('32A0067009008',)
35;3250757000000;35;('3339315320003',)
36;3250764000000;31;('3253877009000',)
37;3250769000000;11;('3330092007003',)
38;3250773000000;35;('3339315320003',)
39;3250774000000;15;('3253668009000',)
40;3250775000000;14;('3250775000000',)
41;3250776000000;4;('3330082007003',)
42;3250777000000;19;('3320252006102',)
43;3250778000000;15;('3253668009000',)
44;3250779000000;5;('3320057000000',)
45;3250780000000;26;('3251340000000',)
46;3250782000000;26;('3251340000000',)
47;3250784000000;16;('3290033006005',)
48;3250785000000;31;('3253877009000',)
49;3250828000000;1;('3253338009000',)
50;3250831000000;35;('3339315320003',)
51;3250832000000;38;('3256022050000',)
52;3250834000000;31;('3253877009000',)
53;3250836000000;12;('3280070000000',)
54;3250879000000;35;('3339315320003',)
55;3250879010000;34;('3252998000000',)
56;3250895000000;34;('3252998000000',)
57;3250895010000;23;('32A7853029008',)
58;3250895020000;18;('3330104008003',)
59;3250897020000;38;('3256022050000',)
60;3250898010000;18;('3330104008003',)
61;3250898020000;8;('3250647010000',)
62;3250900140000;8;('3250647010000',)
63;3250901000000;3;('3253415009000',)
64;3250901010000;34;('3252998000000',)
65;3250901020000;8;('3250647010000',)
66;3250994000000;15;('3253668009000',)
67;3250995000000;35;('3339315320003',)
68;3250996000000;23;('32A7853029008',)
69;3250998000000;15;('3253668009000',)
70;3251201040000;38;('3256022050000',)
71;3251252000000;27;('3251353000000',)
72;3251259000000;21;('32A0067009008',)
73;3251278000000;27;('3251353000000',)
74;3251279000000;26;('3251340000000',)
75;3251282000000;37;('3286144029000',)
76;3251283000000;3;('3253415009000',)
77;3251288000000;29;('3252975000000',)
78;3251289000000;13;('3280073000000',)
79;3251290000000;15;('3253668009000',)
80;3251293000000;29;('3252975000000',)
81;3251297000000;29;('3252975000000',)
82;3251298000000;12;('3280070000000',)
83;3251299000000;29;('3252975000000',)
84;3251307000000;28;('3251684000000',)
85;3251310000000;29;('3252975000000',)
86;3251330000000;38;('3256022050000',)
87;3251336000000;3;('3253415009000',)
88;3251340000000;26;('3251340000000',)
89;3251346000000;37;('3286144029000',)
90;3251347000000;3;('3253415009000',)
91;3251348000000;3;('3253415009000',)
92;3251349000000;5;('3320057000000',)
93;3251353000000;27;('3251353000000',)
94;3251684000000;28;('3251684000000',)
95;3252681000000;36;('3281419009000',)
96;3252975000000;29;('3252975000000',)
97;3252976000000;15;('3253668009000',)
98;3252985000000;34;('3252998000000',)
99;3252986000000;34;('3252998000000',)
100;3252987000000;31;('3253877009000',)
101;3252988000000;4;('3330082007003',)
102;3252989000000;35;('3339315320003',)
103;3252990000000;34;('3252998000000',)
104;3252991000000;26;('3251340000000',)
105;3252992000000;10;('3320162000000',)
106;3252993000000;34;('3252998000000',)
107;3252994000000;34;('3252998000000',)
108;3252995000000;34;('3252998000000',)
109;3252996000000;34;('3252998000000',)
110;3252997000000;34;('3252998000000',)
111;3252998000000;34;('3252998000000',)
112;3253163000000;27;('3251353000000',)
113;3253295009000;30;('3280274003705',)
114;3253306009000;1;('3253338009000',)
115;3253307001000;20;('32A0065009008',)
116;3253307001200;14;('3250775000000',)
117;3253307001500;3;('3253415009000',)
118;3253307002700;24;('3253752009000',)
119;3253307003600;34;('3252998000000',)
120;3253307006000;15;('3253668009000',)
121;3253316009000;23;('32A7853029008',)
122;3253325009000;1;('3253338009000',)
123;3253326009000;1;('3253338009000',)
124;3253327009000;4;('3330082007003',)
125;3253328001000;35;('3339315320003',)
126;3253328001200;2;('3330082004603',)
127;3253328001500;31;('3253877009000',)
128;3253328002700;1;('3253338009000',)
129;3253328003600;1;('3253338009000',)
130;3253328006000;12;('3280070000000',)
131;3253338009000;1;('3253338009000',)
132;3253359009000;31;('3253877009000',)
133;3253410009000;34;('3252998000000',)
134;3253415009000;3;('3253415009000',)
135;3253422009000;3;('3253415009000',)
136;3253423009000;35;('3339315320003',)
137;3253428009000;38;('3256022050000',)
138;3253429009000;30;('3280274003705',)
139;3253430009000;16;('3290033006005',)
140;3253435009000;26;('3251340000000',)
141;3253437009000;3;('3253415009000',)
142;3253438009000;36;('3281419009000',)
143;3253439009000;10;('3320162000000',)
144;3253440009000;12;('3280070000000',)
145;3253442009000;28;('3251684000000',)
146;3253444009000;3;('3253415009000',)
147;3253445009000;3;('3253415009000',)
148;3253446001000;5;('3320057000000',)
149;3253446001500;38;('3256022050000',)
150;3253446002600;31;('3253877009000',)
151;3253446003600;31;('3253877009000',)
152;3253446003700;11;('3330092007003',)
153;3253446007100;14;('3250775000000',)
154;3253482009000;3;('3253415009000',)
155;3253486009000;25;('3330133009003',)
156;3253494009000;35;('3339315320003',)
157;3253497009000;38;('3256022050000',)
158;3253498009000;21;('32A0067009008',)
159;3253499009000;8;('3250647010000',)
160;3253553009000;11;('3330092007003',)
161;3253569009000;27;('3251353000000',)
162;3253604009000;3;('3253415009000',)
163;3253637009000;16;('3290033006005',)
164;3253638009000;18;('3330104008003',)
165;3253655009000;31;('3253877009000',)
166;3253656009000;28;('3251684000000',)
167;3253657009000;4;('3330082007003',)
168;3253665009000;1;('3253338009000',)
169;3253666009000;26;('3251340000000',)
170;3253668009000;15;('3253668009000',)
171;3253669009000;6;('38A9818040002',)
172;3253670009000;1;('3253338009000',)
173;3253672009000;3;('3253415009000',)
174;3253674009000;7;('38A9818050001',)
175;3253675009000;30;('3280274003705',)
176;3253676009000;6;('38A9818040002',)
177;3253677009000;29;('3252975000000',)
178;3253678009000;28;('3251684000000',)
179;3253679009000;32;('3339315219003',)
180;3253680009000;9;('3320160000000',)
181;3253682009000;28;('3251684000000',)
182;3253683009000;3;('3253415009000',)
183;3253686009000;1;('3253338009000',)
184;3253687009000;36;('3281419009000',)
185;3253688009000;31;('3253877009000',)
186;3253689009000;4;('3330082007003',)
187;3253698009000;37;('3286144029000',)
188;3253699009000;35;('3339315320003',)
189;3253700009000;7;('38A9818050001',)
190;3253703009000;37;('3286144029000',)
191;3253708009000;1;('3253338009000',)
192;3253709009000;19;('3320252006102',)
193;3253710009000;29;('3252975000000',)
194;3253711009000;19;('3320252006102',)
195;3253717001000;35;('3339315320003',)
196;3253717001500;1;('3253338009000',)
197;3253717002600;31;('3253877009000',)
198;3253717003600;16;('3290033006005',)
199;3253717003700;37;('3286144029000',)
200;3253717007000;29;('3252975000000',)
201;3253730009000;3;('3253415009000',)
202;3253734009000;37;('3286144029000',)
203;3253735009000;13;('3280073000000',)
204;3253743009000;1;('3253338009000',)
205;3253744009000;35;('3339315320003',)
206;3253747009000;38;('3256022050000',)
207;3253748009000;14;('3250775000000',)
208;3253750009000;1;('3253338009000',)
209;3253751009000;34;('3252998000000',)
210;3253752009000;24;('3253752009000',)
211;3253756009000;7;('38A9818050001',)
212;3253757009000;1;('3253338009000',)
213;3253758009000;23;('32A7853029008',)
214;3253759009000;23;('32A7853029008',)
215;3253835009000;23;('32A7853029008',)
216;3253836009000;7;('38A9818050001',)
217;3253838009000;34;('3252998000000',)
218;3253842009000;10;('3320162000000',)
219;3253843009000;29;('3252975000000',)
220;3253844009000;26;('3251340000000',)
221;3253845009000;31;('3253877009000',)
222;3253846009000;35;('3339315320003',)
223;3253847009000;29;('3252975000000',)
224;3253848009000;28;('3251684000000',)
225;3253849009000;28;('3251684000000',)
226;3253850009000;9;('3320160000000',)
227;3253871009000;34;('3252998000000',)
228;3253873009000;1;('3253338009000',)
229;3253874009000;4;('3330082007003',)
230;3253875009000;35;('3339315320003',)
231;3253876009000;16;('3290033006005',)
232;3253877009000;31;('3253877009000',)
233;3253878009000;38;('3256022050000',)
234;3253880009000;38;('3256022050000',)
235;3253898000000;26;('3251340000000',)
236;3253899000000;13;('3280073000000',)
237;3253902000000;35;('3339315320003',)
238;3253903000000;26;('3251340000000',)
239;3253904000000;26;('3251340000000',)
240;3253905000000;3;('3253415009000',)
241;3253906000000;16;('3290033006005',)
242;3253907000000;34;('3252998000000',)
243;3253908000000;29;('3252975000000',)
244;3253911000000;13;('3280073000000',)
245;3253912000000;23;('32A7853029008',)
246;3253913000000;29;('3252975000000',)
247;3253914000000;26;('3251340000000',)
248;3253915000000;10;('3320162000000',)
249;3253917000000;35;('3339315320003',)
250;3253918000000;35;('3339315320003',)
251;3253919000000;1;('3253338009000',)
252;3253921000000;34;('3252998000000',)
253;3253922000000;26;('3251340000000',)
254;3256022050000;38;('3256022050000',)
255;3256102040000;1;('3253338009000',)
256;3280000009000;13;('3280073000000',)
257;3280001009000;16;('3290033006005',)
258;3280002009000;3;('3253415009000',)
259;3280003009000;38;('3256022050000',)
260;3280004009000;3;('3253415009000',)
261;3280005009000;26;('3251340000000',)
262;3280006009000;15;('3253668009000',)
263;3280007009000;15;('3253668009000',)
264;3280008009000;1;('3253338009000',)
265;3280009009000;13;('3280073000000',)
266;3280010009000;37;('3286144029000',)
267;3280012009000;37;('3286144029000',)
268;3280013009000;16;('3290033006005',)
269;3280015000000;18;('3330104008003',)
270;3280016000000;28;('3251684000000',)
271;3280017009000;21;('32A0067009008',)
272;3280018009000;16;('3290033006005',)
273;3280019009000;35;('3339315320003',)
274;3280021009000;26;('3251340000000',)
275;3280022009000;27;('3251353000000',)
276;3280024009000;38;('3256022050000',)
277;3280025009000;27;('3251353000000',)
278;3280028009000;38;('3256022050000',)
279;3280036000000;21;('32A0067009008',)
280;3280038000000;14;('3250775000000',)
281;3280041000000;12;('3280070000000',)
282;3280051000000;15;('3253668009000',)
283;3280052000000;15;('3253668009000',)
284;3280053000000;29;('3252975000000',)
285;3280054000000;3;('3253415009000',)
286;3280055000000;28;('3251684000000',)
287;3280056000000;1;('3253338009000',)
288;3280057000000;12;('3280070000000',)
289;3280064000000;14;('3250775000000',)
290;3280066000000;19;('3320252006102',)
291;3280067000000;19;('3320252006102',)
292;3280069000000;37;('3286144029000',)
293;3280070000000;12;('3280070000000',)
294;3280073000000;13;('3280073000000',)
295;3280080000000;14;('3250775000000',)
296;3280081000000;21;('32A0067009008',)
297;3280082000000;26;('3251340000000',)
298;3280083000000;21;('32A0067009008',)
299;3280084000000;35;('3339315320003',)
300;3280085000000;21;('32A0067009008',)
301;3280086000000;17;('3280086000000',)
302;3280087000000;29;('3252975000000',)
303;3280088000000;26;('3251340000000',)
304;3280093000000;8;('3250647010000',)
305;3280096000000;29;('3252975000000',)
306;3280102000000;29;('3252975000000',)
307;3280104000000;8;('3250647010000',)
308;3280105000000;14;('3250775000000',)
309;3280108000000;37;('3286144029000',)
310;3280111000000;4;('3330082007003',)
